ID,Frequency,Recency,Monetary,T,Actual_Purchases,Predicted_Purchases,p_alive,p_not_alive,Actual_Avg_Monetary,Predicted_Avg_Monetary,Actual_cltv,Predicted_cltv,CLTV_label
8717,27,56,1835,655,43.392857142857146,1.2431833048442106e-32,0.0,1.0,67.96296296296296,68.20182558677087,0.0,0.0,Non-profitable
10314,24,79,1318,560,27.341772151898734,1.7288659120258747e-23,0.0,1.0,54.916666666666664,55.16126124817488,0.0,0.0,Non-profitable
6935,24,44,978,210,49.090909090909086,2.463297720968866e-16,0.0,1.0,40.75,40.9683367719645,0.0,0.0,Non-profitable
10562,23,21,1033,274,98.57142857142858,2.826233121821676e-26,0.0,1.0,44.91304347826087,45.148943819009936,0.0,0.0,Non-profitable
10796,5,16,66,158,28.125,7.419225469511925e-06,0.0,1.0,13.2,14.008605896051346,0.0,0.0,Non-profitable
3518,4,45,50,571,8.0,2.919516510766029e-09,0.0,1.0,12.5,13.50516902945864,0.0,0.0,Non-profitable
5823,5,63,39,113,7.142857142857142,0.17600572171050022,0.0797,0.9203,7.8,8.560222595336867,0.08,0.1,Profitable
3934,16,34,608,331,42.35294117647059,1.9506806394431746e-17,0.0,1.0,38.0,38.32015620519117,0.0,0.0,Non-profitable
6982,23,14,1581,467,147.85714285714286,3.2904923708579637e-37,0.0,1.0,68.73913043478261,69.02111602539709,0.0,0.0,Non-profitable
6431,5,13,68,491,34.61538461538462,6.521304198386413e-12,0.0,1.0,13.6,14.412189844252419,0.0,0.0,Non-profitable
9733,4,52,80,658,6.923076923076923,6.707060801213857e-10,0.0,1.0,20.0,21.089356392388733,0.0,0.0,Non-profitable
5602,27,98,1282,408,24.795918367346935,2.4906361022934573e-18,0.0,1.0,47.48148148148148,47.68660681233333,0.0,0.0,Non-profitable
7829,5,99,65,276,4.545454545454545,0.0005465101508016591,0.0006,0.9994,13.0,13.80681392195081,0.0,0.0,Non-profitable
1324,6,93,91,395,5.806451612903226,1.5403858455372818e-06,0.0,1.0,15.166666666666666,15.854162499982566,0.0,0.0,Non-profitable
326,12,38,315,496,28.421052631578945,1.0157516612778051e-16,0.0,1.0,26.25,26.633633324682418,0.0,0.0,Non-profitable
7224,4,24,31,182,15.0,6.845504826337632e-05,0.0001,0.9999,7.75,8.701850366269582,0.0,0.0,Non-profitable
9938,16,82,1600,283,17.5609756097561,1.2790781985962748e-09,0.0,1.0,100.0,100.4926908978346,0.0,0.0,Non-profitable
6422,16,20,1270,528,72.0,5.414943920764218e-26,0.0,1.0,79.375,79.81029528435442,0.0,0.0,Non-profitable
3182,9,81,263,90,10.0,3.641548923183763,0.7684,0.23160000000000003,29.22222222222222,29.749103501058173,5.42,6.9,Profitable
10424,17,60,1295,202,25.5,3.3198089499579503e-09,0.0,1.0,76.17647058823529,76.57771724524423,0.0,0.0,Non-profitable
8727,26,63,1150,258,37.14285714285714,2.457595506484327e-16,0.0,1.0,44.23076923076923,44.43823659059839,0.0,0.0,Non-profitable
2798,26,54,1240,604,43.33333333333333,1.0527524265009535e-30,0.0,1.0,47.69230769230769,47.90569660973695,0.0,0.0,Non-profitable
1030,4,72,38,347,5.0,1.647241733077705e-05,0.0,1.0,9.5,10.471494084286604,0.0,0.0,Non-profitable
624,3,5,35,596,54.0,2.156180966936773e-11,0.0,1.0,11.666666666666666,12.99940649744372,0.0,0.0,Non-profitable
5176,4,88,53,203,4.090909090909091,0.010499312598150378,0.0102,0.9898,13.25,14.26358776575165,0.01,0.01,Profitable
5552,11,50,293,412,19.8,9.677858620933681e-13,0.0,1.0,26.636363636363637,27.05657994265232,0.0,0.0,Non-profitable
380,24,17,1804,657,127.05882352941177,7.863852248954384e-42,0.0,1.0,75.16666666666667,75.44879447005209,0.0,0.0,Non-profitable
2677,10,11,241,455,81.81818181818181,3.8079179908286434e-19,0.0,1.0,24.1,24.551113283962103,0.0,0.0,Non-profitable
6521,19,18,1101,103,95.0,2.840409482682821e-13,0.0,1.0,57.94736842105263,58.263579874774905,0.0,0.0,Non-profitable
6927,11,70,264,632,14.142857142857142,6.867294506857746e-15,0.0,1.0,24.0,24.409531490244106,0.0,0.0,Non-profitable
2877,16,21,541,524,68.57142857142857,1.4015202839626231e-25,0.0,1.0,33.8125,34.12100315639368,0.0,0.0,Non-profitable
0,16,66,1198,421,21.81818181818182,3.1947816679325604e-15,0.0,1.0,74.875,75.29777260504966,0.0,0.0,Non-profitable
1584,14,79,482,89,15.949367088607595,4.7777292196769165,0.6548,0.34519999999999995,34.42857142857143,34.783246794776844,8.31,10.59,Profitable
7264,3,2,17,48,135.0,0.0025162836005739723,0.0008,0.9992,5.666666666666667,6.9092693811573,0.0,0.0,Non-profitable
6274,24,81,1615,226,26.666666666666664,8.66539413812055e-11,0.0,1.0,67.29166666666667,67.55919821709985,0.0,0.0,Non-profitable
1377,10,24,285,302,37.5,8.864042038794558e-13,0.0,1.0,28.5,28.970737085706798,0.0,0.0,Non-profitable
454,26,48,1135,592,48.75,1.0089099697957607e-31,0.0,1.0,43.65384615384615,43.86032658740863,0.0,0.0,Non-profitable
2075,15,56,1047,227,24.107142857142858,9.476259502648375e-10,0.0,1.0,69.8,70.23597400839583,0.0,0.0,Non-profitable
4785,20,3,714,76,600.0,7.556390918349231e-25,0.0,1.0,35.7,35.95086495744117,0.0,0.0,Non-profitable
9076,9,44,185,540,18.40909090909091,9.778672072043032e-14,0.0,1.0,20.555555555555557,21.03946782682014,0.0,0.0,Non-profitable
7079,27,38,1245,659,63.94736842105263,2.7348617531173695e-37,0.0,1.0,46.111111111111114,46.313979154730816,0.0,0.0,Non-profitable
4653,8,46,189,460,15.652173913043478,2.2813505048866458e-11,0.0,1.0,23.625,24.18686998541039,0.0,0.0,Non-profitable
7375,14,84,576,612,15.0,5.154440670060891e-16,0.0,1.0,41.142857142857146,41.518894867413266,0.0,0.0,Non-profitable
709,15,27,1103,567,50.0,1.6211838011052597e-23,0.0,1.0,73.53333333333333,73.9803911961987,0.0,0.0,Non-profitable
460,16,72,1753,690,20.0,3.4203256361669296e-20,0.0,1.0,109.5625,110.08180159135722,0.0,0.0,Non-profitable
3726,3,66,17,133,4.090909090909091,0.10030378495853509,0.0832,0.9168000000000001,5.666666666666667,6.9092693811573,0.03,0.04,Profitable
6798,14,30,433,466,42.0,1.3056322898194122e-19,0.0,1.0,30.928571428571427,31.272111097338712,0.0,0.0,Non-profitable
5341,13,2,1588,540,585.0,1.8631278150272555e-33,0.0,1.0,122.15384615384616,122.83655043891595,0.0,0.0,Non-profitable
1606,3,65,22,410,4.153846153846154,5.491889599581364e-06,0.0,1.0,7.333333333333333,8.600974135681305,0.0,0.0,Non-profitable
9617,4,37,19,74,9.72972972972973,0.36349257261117957,0.1327,0.8673,4.75,5.668175421097546,0.1,0.13,Profitable
3233,26,89,1117,463,26.29213483146067,8.881305335379812e-21,0.0,1.0,42.96153846153846,43.166834583580915,0.0,0.0,Non-profitable
89,6,49,69,202,11.020408163265305,7.182374607760174e-05,0.0,1.0,11.5,12.160159273230764,0.0,0.0,Non-profitable
